0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
1.0,0.033377557433140144,0.7280334728033473,0.6436781609195402,0.9107142857142857,0.7745098039215687,0.9746835443037974,0.8896103896103896,0.7664233576642335,1.2380952380952381,0.6846153846153846,0.8426966292134831,0.8666666666666667,1.0769230769230769,0.8142857142857143,1.0526315789473684,0.9166666666666666,1.0363636363636364,0.8070175438596491,0.9347826086956522,0.9767441860465116,0.5238095238095238,1.3181818181818181,1.103448275862069,1.03125,0.8787878787878788,0.6551724137931034,1.0,1.105263157894737,1.0952380952380953,0.9565217391304348,1.0454545454545454,0.9130434782608695,0.8571428571428571,0.8333333333333334,0.8,1.1666666666666667,0.7857142857142857,0.6363636363636364,2.142857142857143,0.7333333333333333,1.2727272727272727,0.7857142857142857,0.8181818181818182,1.6666666666666667,0.6,1.1111111111111112,0.9,1.0,0.7777777777777778,1.4285714285714286,0.8,0.375
1.0,0.024891774891774892,0.6929347826086957,0.6627450980392157,0.7041420118343196,1.0084033613445378,0.6833333333333333,0.9024390243902439,0.8243243243243243,1.0163934426229508,0.6774193548387096,0.7857142857142857,1.121212121212121,0.6216216216216216,1.391304347826087,1.0625,0.8823529411764706,1.1333333333333333,0.8823529411764706,0.5666666666666667,0.6470588235294118,1.3636363636363635,1.0666666666666667,0.625,1.8,0.4444444444444444,1.625,1.3076923076923077,1.0,0.7647058823529411,0.9230769230769231,0.6666666666666666,0.5,2.0,0.875,0.8571428571428571,1.3333333333333333,0.75,1.3333333333333333,1.125,1.1111111111111112,0.9,0.6666666666666666,0.5,1.6666666666666667,1.2,0.3333333333333333,1.5,2.0,0.3333333333333333,3.0,0.16666666666666666,
1.0,0.021978769733260753,0.6780185758513931,0.7534246575342466,0.9636363636363636,0.7358490566037735,0.6752136752136753,1.139240506329114,0.8333333333333334,0.7466666666666667,0.6964285714285714,0.8205128205128205,1.03125,1.0303030303030303,1.0,0.8235294117647058,0.8571428571428571,0.875,1.4285714285714286,0.5,1.4666666666666666,0.36363636363636365,2.0,1.125,0.8888888888888888,0.5,2.75,0.3181818181818182,2.142857142857143,0.8666666666666667,1.0769230769230769,0.6428571428571429,1.4444444444444444,0.6923076923076923,0.6666666666666666,2.0,1.0833333333333333,0.6153846153846154,0.625,1.8,1.0,0.6666666666666666,1.0,1.0,1.6666666666666667,0.1,4.0,2.75,0.2727272727272727,1.6666666666666667,,,
1.0,0.021043465641100066,0.5482758620689655,0.8930817610062893,0.7535211267605634,0.5420560747663551,1.293103448275862,0.9066666666666666,0.5294117647058824,0.9722222222222222,0.8285714285714286,1.0689655172413792,0.9032258064516129,0.8571428571428571,1.3333333333333333,0.875,0.6785714285714286,0.47368421052631576,1.6666666666666667,0.5333333333333333,2.0,0.4375,1.8571428571428572,0.6153846153846154,1.5,0.75,1.1111111111111112,0.6,0.8333333333333334,1.0,0.8,0.5,2.0,1.5,0.3333333333333333,2.5,0.8,1.25,1.2,1.0,0.6666666666666666,1.5,1.1666666666666667,0.8571428571428571,0.3333333333333333,0.5,3.0,1.6666666666666667,0.2,1.0,,,
1.0,0.0196491705194452,0.5640138408304498,0.6932515337423313,1.0707964601769913,0.6363636363636364,0.8701298701298701,0.9552238805970149,0.53125,1.088235294117647,0.8378378378378378,1.3225806451612903,0.6585365853658537,1.1851851851851851,0.75,1.0,0.5416666666666666,0.46153846153846156,2.6666666666666665,0.8125,0.6153846153846154,1.75,0.6428571428571429,1.0,1.5555555555555556,1.0714285714285714,0.5333333333333333,0.625,1.4,0.5714285714285714,2.0,0.875,0.7142857142857143,1.4,0.5714285714285714,1.75,0.42857142857142855,2.3333333333333335,0.42857142857142855,1.3333333333333333,0.75,1.0,1.0,0.3333333333333333,4.0,0.5,2.5,0.6,0.6666666666666666,,,,
1.0,0.019073163462971242,0.52734375,0.8222222222222222,1.1891891891891893,0.4621212121212121,0.8852459016393442,0.6666666666666666,0.7777777777777778,1.0357142857142858,0.6551724137931034,1.5789473684210527,0.7666666666666667,1.3478260869565217,0.7419354838709677,0.43478260869565216,0.6,2.1666666666666665,0.6153846153846154,1.125,1.1111111111111112,0.7,0.7142857142857143,1.6,0.625,0.6,2.0,0.6666666666666666,2.0,0.5,1.5,0.16666666666666666,8.0,0.625,0.2,,,0.5714285714285714,0.5,2.0,0.5,1.0,,,0.5,4.0,0.25,1.0,,,,,
1.0,0.02605653912050257,0.4986301369863014,1.0494505494505495,0.6596858638743456,0.6507936507936508,0.7073170731707317,0.896551724137931,0.9807692307692307,0.8823529411764706,1.0,1.1111111111111112,0.7,0.5714285714285714,1.1,0.45454545454545453,1.6,0.875,1.1428571428571428,0.6875,1.0,0.5454545454545454,1.8333333333333333,0.45454545454545453,2.6,0.7692307692307693,0.6,1.3333333333333333,1.875,0.3333333333333333,1.4,0.8571428571428571,1.3333333333333333,0.375,1.6666666666666667,1.8,0.7777777777777778,0.42857142857142855,1.3333333333333333,0.75,1.0,0.6666666666666666,1.0,1.5,1.0,1.6666666666666667,0.2,,,,,,
1.0,0.02313955149264391,0.8024691358024691,0.5346153846153846,0.6762589928057554,0.8297872340425532,0.7948717948717948,0.8709677419354839,0.7407407407407407,1.1,0.7727272727272727,1.1764705882352942,0.675,0.8148148148148148,0.6818181818181818,1.0,0.8,1.4166666666666667,1.0,0.47058823529411764,0.875,2.142857142857143,0.6666666666666666,1.3,0.8461538461538461,0.6363636363636364,1.1428571428571428,1.625,0.6153846153846154,1.375,0.6363636363636364,1.7142857142857142,,,2.0,0.625,0.4,3.5,0.42857142857142855,0.3333333333333333,2.0,2.5,1.0,0.8,0.75,0.3333333333333333,,,,,,,
1.0,0.023323182054519796,0.5222929936305732,0.7012195121951219,0.8521739130434782,0.7448979591836735,0.9726027397260274,0.704225352112676,0.88,1.0227272727272727,0.6888888888888889,0.7096774193548387,1.0909090909090908,0.5833333333333334,1.0,0.7857142857142857,1.4545454545454546,0.625,1.6,0.625,1.0,0.9,1.6666666666666667,0.4,1.0,1.1666666666666667,1.7142857142857142,0.75,0.8888888888888888,1.25,1.2,0.4166666666666667,0.6,1.0,3.3333333333333335,0.2,2.0,0.5,1.5,1.3333333333333333,0.75,1.0,0.6666666666666666,2.5,,,,,,,,,
1.0,0.02060725005772339,0.5098039215686274,0.8901098901098901,0.7098765432098766,0.6173913043478261,1.1549295774647887,0.7926829268292683,0.9692307692307692,0.6507936507936508,1.024390243902439,0.7619047619047619,0.71875,1.1304347826086956,0.5769230769230769,1.7333333333333334,0.7307692307692307,1.263157894736842,0.75,1.2222222222222223,0.9545454545454546,0.9523809523809523,1.0,0.7,0.9285714285714286,1.0,0.6923076923076923,1.1111111111111112,1.1,0.8181818181818182,0.8888888888888888,0.625,2.2,0.5454545454545454,0.6666666666666666,1.0,1.0,0.5,1.5,1.0,1.0,1.0,1.3333333333333333,,,,,,,,,,
1.0,0.017552383844518675,0.5432525951557093,1.0063694267515924,0.7468354430379747,0.9067796610169492,0.6915887850467289,0.9864864864864865,0.8767123287671232,0.734375,0.7659574468085106,0.5555555555555556,1.65,0.9696969696969697,0.53125,1.588235294117647,0.6666666666666666,1.0,1.3333333333333333,0.75,0.6111111111111112,1.2727272727272727,0.8571428571428571,1.3333333333333333,0.625,1.1,0.45454545454545453,2.2,0.7272727272727273,1.25,0.7,0.8571428571428571,1.1666666666666667,1.1428571428571428,0.375,3.3333333333333335,0.5,1.2,0.3333333333333333,2.5,0.8,1.5,0.5,,,,,,,,,,
1.0,0.013101476893758932,0.7345454545454545,0.7524752475247525,0.8486842105263158,0.7131782945736435,1.0978260869565217,0.8316831683168316,0.5357142857142857,0.7777777777777778,0.34285714285714286,2.4166666666666665,0.5862068965517241,1.411764705882353,0.7916666666666666,0.7368421052631579,1.1428571428571428,1.0,0.75,0.9166666666666666,0.6363636363636364,1.7142857142857142,1.0,0.4166666666666667,1.8,1.0,1.3333333333333333,0.75,0.7777777777777778,1.0,1.1428571428571428,1.0,0.625,1.6,1.125,0.6666666666666666,1.0,1.0,1.5,0.5555555555555556,1.0,0.8,,,,,,,,,,,
1.0,0.011992461881103306,0.7214285714285714,0.8663366336633663,0.8342857142857143,0.6986301369863014,0.7058823529411765,0.5277777777777778,1.0,0.5,1.105263157894737,0.9047619047619048,1.105263157894737,0.7142857142857143,1.0,0.7333333333333333,1.1818181818181819,0.6153846153846154,1.0,1.0,0.75,1.6666666666666667,1.1,0.45454545454545453,1.2,1.3333333333333333,0.5,1.0,0.5,5.0,0.6,1.1666666666666667,0.7142857142857143,0.6,0.3333333333333333,5.0,0.6,1.0,1.0,1.3333333333333333,,,,,,,,,,,,,
1.0,0.01664515554764342,0.56951871657754,0.9061032863849765,0.9119170984455959,0.5909090909090909,0.5769230769230769,0.7833333333333333,0.6382978723404256,1.2333333333333334,0.7567567567567568,0.6785714285714286,1.263157894736842,0.8333333333333334,0.7,1.3571428571428572,0.631578947368421,1.0,1.0,0.9166666666666666,1.2727272727272727,0.7142857142857143,0.8,1.125,1.2222222222222223,0.8181818181818182,1.0,1.0,1.0,0.4444444444444444,1.25,1.6,1.125,0.6666666666666666,0.8333333333333334,0.2,6.0,0.6666666666666666,0.75,1.6666666666666667,,,,,,,,,,,,,
1.0,0.020791324998879777,0.5021551724137931,0.871244635193133,0.6009852216748769,0.5327868852459017,0.8,0.5384615384615384,1.3214285714285714,0.7027027027027027,1.1538461538461537,0.8,0.8333333333333334,0.6,1.1666666666666667,0.7857142857142857,0.9090909090909091,1.0,1.2,0.8333333333333334,0.8,1.0,1.5,0.75,1.0,1.2222222222222223,0.9090909090909091,0.6,0.6666666666666666,1.75,0.5714285714285714,0.5,2.0,1.5,1.0,1.0,0.6666666666666666,1.25,0.4,,,,,,,,,,,,,,
1.0,0.020233756440869676,0.5652173913043478,0.6263736263736264,0.7894736842105263,0.5333333333333333,0.3472222222222222,1.92,0.8125,0.8461538461538461,0.8484848484848485,0.7142857142857143,1.15,0.6521739130434783,1.0666666666666667,0.875,1.4285714285714286,0.6,1.3333333333333333,1.0625,0.9411764705882353,0.8125,0.8461538461538461,1.7272727272727273,0.5789473684210527,0.6363636363636364,2.7142857142857144,0.42105263157894735,1.125,0.5555555555555556,1.2,1.1666666666666667,1.5714285714285714,0.5454545454545454,1.1666666666666667,1.1428571428571428,1.125,0.4444444444444444,,,,,,,,,,,,,,,
1.0,0.020682615063690027,0.43776824034334766,0.8137254901960784,0.6987951807228916,0.5086206896551724,1.0,0.3050847457627119,2.5,0.7777777777777778,0.6285714285714286,0.8636363636363636,0.9473684210526315,0.7777777777777778,1.0,0.8571428571428571,1.0833333333333333,1.0769230769230769,0.9285714285714286,1.0,0.7692307692307693,0.9,0.7777777777777778,0.8571428571428571,0.6666666666666666,1.25,0.6,3.3333333333333335,0.5,0.8,2.0,0.875,1.1428571428571428,0.25,2.5,0.4,,,,,,,,,,,,,,,,,
1.0,0.01828983662210906,0.5290023201856149,0.6798245614035088,0.5096774193548387,1.2911392405063291,0.5294117647058824,1.3148148148148149,0.6619718309859155,0.851063829787234,0.55,1.4545454545454546,0.4375,1.9285714285714286,0.7037037037037037,0.8421052631578947,0.5625,1.2222222222222223,1.0,0.9090909090909091,1.3,0.6153846153846154,1.125,0.8888888888888888,0.875,0.7142857142857143,0.8,1.5,0.6666666666666666,0.5,2.5,0.4,3.0,1.1666666666666667,0.7142857142857143,0.6,,,,,,,,,,,,,,,,,
1.0,0.028943825725125445,0.427061310782241,0.5247524752475248,1.0188679245283019,0.7129629629629629,0.6623376623376623,1.0980392156862746,0.5892857142857143,0.8787878787878788,1.2413793103448276,0.6666666666666666,0.75,1.1111111111111112,0.95,1.263157894736842,0.6666666666666666,0.8125,1.1538461538461537,1.1333333333333333,0.7058823529411765,1.0833333333333333,0.46153846153846156,0.6666666666666666,1.0,0.5,2.5,1.8,0.4444444444444444,2.75,0.36363636363636365,1.75,1.5714285714285714,0.2727272727272727,0.3333333333333333,,,,,,,,,,,,,,,,,,
1.0,0.028836571998006974,0.326133909287257,0.9801324503311258,0.8918918918918919,0.5227272727272727,1.1159420289855073,0.5974025974025974,0.8043478260869565,1.2432432432432432,0.5869565217391305,1.0,0.7407407407407407,0.95,1.0526315789473684,0.95,1.105263157894737,0.47619047619047616,2.8,0.42857142857142855,1.1666666666666667,1.1428571428571428,1.125,0.6111111111111112,0.7272727272727273,1.0,1.0,1.0,0.75,1.5,1.0,0.3333333333333333,1.6666666666666667,0.6,,,,,,,,,,,,,,,,,,,
1.0,0.02284413723341482,0.7343173431734318,0.4271356783919598,1.2823529411764707,0.7155963302752294,0.7307692307692307,0.6491228070175439,0.918918918918919,0.7058823529411765,1.0,0.7083333333333334,1.0588235294117647,1.1111111111111112,1.0,0.85,1.1176470588235294,0.631578947368421,1.25,0.6,1.2222222222222223,1.4545454545454546,0.5625,1.0,0.7777777777777778,1.1428571428571428,0.75,1.3333333333333333,0.625,1.6,1.25,0.9,,,,,,,,,,,,,,,,,,,,,
1.0,0.030617051342439944,0.28076923076923077,1.0136986301369864,0.8108108108108109,0.8166666666666667,0.673469387755102,0.6363636363636364,1.3333333333333333,0.6071428571428571,0.5882352941176471,1.4,1.1428571428571428,0.8125,0.6923076923076923,0.7777777777777778,1.0,1.2857142857142858,0.8888888888888888,1.125,0.4444444444444444,1.0,1.75,0.14285714285714285,4.0,1.25,1.0,0.8,1.0,1.25,0.6,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,
1.0,0.015030785947120609,1.0120481927710843,0.6488095238095238,0.7706422018348624,0.6428571428571429,0.7592592592592593,0.7560975609756098,1.096774193548387,0.6764705882352942,0.5652173913043478,1.9230769230769231,0.68,0.8823529411764706,0.8666666666666667,0.6153846153846154,2.125,0.5294117647058824,1.0,0.8888888888888888,0.75,2.0,0.8333333333333334,0.7,0.42857142857142855,2.6666666666666665,0.5,0.75,2.6666666666666665,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,
1.0,0.018098767560113763,0.580952380952381,0.5163934426229508,1.0476190476190477,0.9242424242424242,0.5245901639344263,0.84375,0.8518518518518519,0.9130434782608695,1.1428571428571428,0.2916666666666667,1.5714285714285714,1.4545454545454546,0.75,0.75,1.2222222222222223,0.18181818181818182,3.0,0.8333333333333334,1.2,0.8333333333333334,0.8,1.25,0.6,1.3333333333333333,1.0,0.25,5.0,0.2,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.026602505901579806,0.5494880546075085,0.6708074534161491,0.7407407407407407,0.775,0.6774193548387096,1.0714285714285714,0.7555555555555555,1.4411764705882353,1.0408163265306123,0.4117647058823529,0.8571428571428571,0.7222222222222222,1.3846153846153846,0.3888888888888889,1.5714285714285714,1.4545454545454546,0.6875,0.7272727272727273,1.375,0.7272727272727273,1.0,0.625,1.4,1.4285714285714286,0.1,10.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.021739130434782608,0.5304054054054054,0.7834394904458599,0.5691056910569106,0.6857142857142857,0.875,0.5238095238095238,1.5909090909090908,0.42857142857142855,1.9333333333333333,0.5862068965517241,0.7647058823529411,1.2307692307692308,0.75,1.0,1.8333333333333333,0.4090909090909091,0.8888888888888888,1.125,1.4444444444444444,0.15384615384615385,3.0,1.0,1.5,0.8888888888888888,0.375,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.023089375479253643,0.4575645756457565,0.6129032258064516,1.0921052631578947,0.5662650602409639,0.6382978723404256,1.2,0.7777777777777778,0.9285714285714286,0.5384615384615384,0.8571428571428571,1.5,0.4444444444444444,1.0,1.375,0.7272727272727273,2.0,0.375,0.3333333333333333,2.5,1.8,0.5555555555555556,0.6,2.3333333333333335,0.8571428571428571,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.02060026232543785,0.5430711610486891,0.5793103448275863,0.9642857142857143,0.691358024691358,0.8035714285714286,1.0,0.5777777777777777,1.0,0.6538461538461539,1.3529411764705883,0.9565217391304348,1.0454545454545454,0.8695652173913043,1.05,0.23809523809523808,3.0,0.6666666666666666,1.2,0.75,0.8888888888888888,0.75,2.1666666666666665,0.38461538461538464,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.023611523611523612,0.44654088050314467,0.6549295774647887,0.989247311827957,0.6195652173913043,0.9122807017543859,0.8269230769230769,0.813953488372093,0.7714285714285715,2.0,0.5740740740740741,0.7096774193548387,1.4545454545454546,0.34375,1.0,1.4545454545454546,0.875,0.21428571428571427,3.6666666666666665,0.36363636363636365,1.75,0.42857142857142855,3.3333333333333335,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.01961883408071749,0.5306122448979592,0.6076923076923076,0.9620253164556962,0.5526315789473685,0.9047619047619048,0.868421052631579,0.7575757575757576,0.68,1.6470588235294117,0.42857142857142855,2.0833333333333335,0.36,1.5555555555555556,0.5714285714285714,1.75,0.6428571428571429,1.2222222222222223,0.7272727272727273,1.125,1.1111111111111112,0.4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.024738955823293173,0.42857142857142855,0.7348484848484849,0.865979381443299,0.7619047619047619,0.421875,0.8888888888888888,1.5833333333333333,0.5263157894736842,0.9,1.1111111111111112,0.85,0.6470588235294118,1.0,0.2727272727272727,4.0,0.6666666666666666,0.875,1.0,1.1428571428571428,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.019224633056796427,0.6016597510373444,0.7310344827586207,0.7830188679245284,0.6746987951807228,0.5,1.7857142857142858,0.52,0.7307692307692307,1.5263157894736843,0.7586206896551724,0.8636363636363636,0.9473684210526315,0.6111111111111112,0.8181818181818182,2.0,0.3888888888888889,1.4285714285714286,0.7,1.8571428571428572,0.38461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.025070732474064758,0.4827586206896552,0.564935064935065,0.8390804597701149,0.5342465753424658,1.0769230769230769,0.5,1.0,1.8571428571428572,0.5897435897435898,0.5652173913043478,1.1538461538461537,0.6666666666666666,1.1,0.9090909090909091,1.0,1.4,0.7857142857142857,0.7272727272727273,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.029242016160061564,0.4868421052631579,0.5675675675675675,0.7904761904761904,0.9397590361445783,0.3333333333333333,1.4615384615384615,0.9210526315789473,0.7142857142857143,0.48,1.0,1.3333333333333333,1.0,0.75,0.8333333333333334,1.6,0.5625,0.7777777777777778,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.02644123342767764,0.3436619718309859,0.6557377049180327,1.6,0.1640625,2.761904761904762,0.6379310344827587,0.8108108108108109,1.1,0.48484848484848486,0.625,1.7,0.5882352941176471,2.0,0.85,0.7647058823529411,1.3846153846153846,0.2777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.02290715372907154,0.3687707641196013,1.3873873873873874,0.3051948051948052,1.574468085106383,0.6216216216216216,0.9130434782608695,0.7619047619047619,0.6875,1.1363636363636365,0.52,1.0769230769230769,0.7857142857142857,1.6363636363636365,0.7222222222222222,1.3076923076923077,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.024072216649949848,0.40625,0.8034188034188035,0.6808510638297872,0.953125,0.819672131147541,0.54,1.037037037037037,0.6785714285714286,1.5789473684210527,0.6333333333333333,0.6842105263157895,1.1538461538461537,1.0,1.0666666666666667,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.020638820638820637,0.5793650793650794,0.6164383561643836,0.7666666666666667,0.5652173913043478,0.717948717948718,1.1785714285714286,1.0606060606060606,0.8571428571428571,0.6,1.0,0.7222222222222222,0.8461538461538461,0.5454545454545454,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.013386396526772794,1.0486486486486486,0.6752577319587629,0.8931297709923665,0.5384615384615384,0.5873015873015873,0.972972972972973,0.8611111111111112,0.8064516129032258,0.52,2.3846153846153846,1.0,0.8387096774193549,0.2692307692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.018574376885219877,0.6239316239316239,0.4315068493150685,0.8888888888888888,1.2678571428571428,0.6901408450704225,0.7551020408163265,0.9459459459459459,0.6,1.0,0.42857142857142855,1.1111111111111112,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.027984519202143496,0.574468085106383,0.7716049382716049,0.608,0.881578947368421,0.4925373134328358,1.393939393939394,0.6304347826086957,1.2758620689655173,0.8378378378378378,0.8709677419354839,0.25925925925925924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.02541544477028348,0.4467455621301775,0.8741721854304636,0.696969696969697,0.717391304347826,0.6363636363636364,0.6666666666666666,1.0357142857142858,1.1724137931034482,0.7647058823529411,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.03091546696197859,0.43283582089552236,0.7517241379310344,0.7798165137614679,0.9294117647058824,0.4430379746835443,1.6857142857142857,0.847457627118644,1.0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.02092453160567326,0.5606694560669456,0.7313432835820896,0.9591836734693877,0.574468085106383,0.8703703703703703,1.0212765957446808,0.7708333333333334,0.24324324324324326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.021214961233705375,0.5502008032128514,0.7226277372262774,0.5757575757575758,0.9473684210526315,0.7777777777777778,0.9761904761904762,0.5121951219512195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.02432900432900433,0.47330960854092524,0.6917293233082706,0.9456521739130435,0.5862068965517241,0.8627450980392157,0.4318181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.022289679098005204,0.4669260700389105,1.0166666666666666,0.8442622950819673,0.5339805825242718,0.2909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.018076593312374965,0.6245059288537549,0.7658227848101266,0.768595041322314,0.2903225806451613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.022586798931705458,0.5236486486486487,0.8,0.2903225806451613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.030148492575371232,0.5373134328358209,0.23148148148148148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.03500546960462572,0.18303571428571427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.013368112161721553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
